910	840	800	840	820
920	870	810	810	840
890	850	820	820	870
850	830	790	820	830
830	840	820	770	850
780	810	850	800	810
830	740	830	820	870
850	730	870	790	860
860	730	840	800	860
910	760	830	860	880
870	760	820	910	830
910	780	770	880	860
910	830	810	850	820
900	830	820	840	840
930	800	810	790	810
860	840	810	830	840
880	850	810	840	810
850	810	800	830	830
830	820	840	860	820
830	810	790	820	790
780	790	810	810	800
760	750	790	840	850
810	750	770	830	810
770	760	810	770	820
720	790	830	790	810
690	760	790	800	790
720	780	810	800	780
760	790	800	850	780
740	760	760	830	790
760	780	760	860	790
820	790	740	850	790
820	770	720	790	800
800	770	760	820	760
840	760	790	830	800
820	720	790	810	790
790	710	820	860	780
780	720	810	870	820
750	730	790	860	820
780	720	800	910	790
820	760	810	840	840
800	760	770	840	890
800	740	720	820	850
820	760	660	790	860
830	760	660	800	840
820	730	710	850	810
840	720	780	820	850
770	730	770	860	840
760	730	770	880	830
790	700	810	870	830
840	700	810	870	780
830	680	800	840	790
800	640	810	870	820
860	630	800	910	790
880	660	760	900	830
820	670	770	920	810
840	710	770	850	800
830	760	810	830	840
790	750	860	830	830
830	700	800	780	820
820	710	820	800	810
790	730	890	800	810
820	760	830	780	800
830	750	860	800	760
810	730	790	860	750
830	680	770	900	750
810	650	780	860	760
790	640	780	890	850
810	670	830	890	830
770	680	870	850	870
780	670	860	810	920
810	680	920	770	890
790	750	880	760	920
810	780	890	760	870
810	820	890	770	880
790	790	790	820	830
820	840	810	850	780
810	830	790	840	820
810	800	770	860	810
840	810	770	880	790
810	780	760	850	820
840	760	790	830	780
860	770	790	840	810
830	780	780	780	850
870	780	720	820	810
830	770	740	830	830
830	760	780	840	780
840	770	820	870	780
790	730	860	880	770
780	740	820	860	710
760	740	890	900	710
740	760	850	860	720
740	760	800	850	750
800	730	780	800	770
820	740	830	780	750
830	750	800	760	710
850	730	820	710	730
830	710	840	650	770
850	700	790	650	730
820	690	800	720	770
810	700	800	810	770
810	700	790	800	760
790	690	800	830	730
800	690	850	830	760
850	710	850	790	750
880	710	860	820	730
840	700	820	810	770
870	680	810	770	790
860	660	840	780	760
850	680	780	780	810
850	710	820	750	800
810	700	810	770	770
840	700	800	770	780
840	680	830	750	790
870	680	830	780	750
860	710	800	770	760
840	730	820	760	790
870	740	840	780	760
840	750	820	840	800
860	780	860	810	810
890	800	860	820	780
840	810	830	830	810
850	810	870	780	870
860	780	850	800	830
820	740	810	820	870
890	710	820	780	850
870	710	800	820	840
880	730	780	770	830
910	730	780	750	770
890	730	840	730	790
830	720	820	700	790
840	740	870	710	790
820	810	850	760	830
790	780	870	770	820
770	730	800	830	830
770	730	790	860	850
760	710	780	800	820
770	660	750	780	850
820	630	770	820	820
800	650	810	850	830
820	660	780	810	830
820	700	860	790	810
790	730	880	780	840
780	740	870	780	810
740	750	890	760	790
710	740	880	750	830
680	770	890	750	810
700	750	860	730	820
710	730	840	730	840
760	710	840	760	790
760	730	790	750	800
770	750	760	760	780
790	750	800	780	760
790	730	800	760	760
770	750	770	760	740
790	740	810	700	750
790	720	810	690	770
770	690	790	700	780
790	670	830	710	830
790	670	830	750	830
830	680	820	780	800
850	700	810	760	790
820	740	740	750	800
850	810	720	760	730
860	820	750	730	680
830	800	720	730	650
850	820	780	780	660
840	830	810	750	680
800	790	790	800	690
800	770	850	820	750
770	790	800	800	780
800	750	800	800	760
830	740	810	780	780
850	720	760	740	780
860	690	800	730	770
870	660	850	750	780
860	680	820	740	780
850	670	860	780	770
820	660	840	830	810
820	640	780	810	810
820	650	750	830	840
800	730	750	840	860
850	820	720	800	820
860	870	670	800	830
850	880	680	750	790
880	860	700	740	780
860	800	750	760	750
820	790	770	770	740
810	810	780	800	760
790	790	800	790	810
760	830	740	830	780
760	830	760	810	830
770	840	800	810	860
810	790	740	820	820
840	810	730	840	840
830	810	750	800	830
820	800	760	740	760
880	780	750	720	760
870	790	770	690	740
840	790	810	670	720
840	740	780	730	720
800	750	800	770	740
800	770	830	790	720
840	760	750	840	750
830	730	740	830	750
890	740	780	840	730
890	760	790	840	750
860	750	770	800	730
870	720	790	800	750
880	700	790	790	760
860	690	800	740	720
890	710	810	740	720
870	710	800	750	690
870	710	790	750	690
880	700	800	750	720
850	700	760	770	730
860	730	760	730	750
850	730	790	740	800
850	720	790	750	780
850	760	770	700	810
810	770	770	710	810
820	760	750	730	780
830	740	750	710	780
820	740	780	740	740
850	710	770	750	740
830	680	810	740	770
810	690	790	730	780
790	700	820	710	780
770	710	780	710	820
760	740	780	710	790
770	780	790	700	810
750	810	780	700	810
790	820	800	710	770
810	840	780	720	800
810	860	720	710	810
820	840	740	750	780
850	840	760	740	820
810	790	800	720	810
840	760	790	730	800
840	740	800	710	820
810	730	830	690	780
830	690	810	730	800
820	710	800	710	810
790	730	830	740	800
820	770	800	770	800
820	790	790	790	770
780	810	750	730	780
780	870	790	730	790
750	880	760	720	760
710	870	720	690	760
690	870	740	690	750
690	830	770	710	760
	780	780	730	800
	770	780	780	770
	740	760	790	820
	710	740	770	820
	740	740	790	860
	770	740	780	850
	810	760	750	800
	790	800	710	810
	790	830	730	770
	800	850	720	760
	760	880	720	760
	770	830	780	720
	790	860	770	730
	750	880	790	710
	780		800	700
	790		820	680
	760		770	640
	730		750	630
	710		740	670
	700		700	740
	700		720	720
	700		750	
	730		750	
	720		790	
	740		770	
	790		730	
	790		750	
	780		720	
	800		720	
	830			
	790			
	790			
	790			
	750			
	750			
